rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,set,match_id,rally_id,rally_length
1641,5086,26,00:20:18,36544,10,12,26,lob,0.0,0,1.0,4,-1.0109756097560976,1.5560937499999998,,,8,114.8,314.13,8,172.2,641.52,0,0,5085,33
1642,5086,27,00:20:47,37410,12,14,29,net shot,0.0,1,2.0,7,-0.825609756097561,0.1605208333333333,,,8,130.3,352.98,8,193.9,654.12,0,0,5085,33
1643,5086,28,00:44:45,80553,3,0,26,defensive shot,0.0,1,2.0,1,-1.0060975609756098,-0.2753645833333333,,,8,196.2,665.14,8,241.9,214.12,0,0,5085,33
1644,5086,29,00:53:07,95632,14,8,29,push/rush,0.0,1,2.0,4,1.369512195121951,-1.4928125,,,8,116.7,601.97,8,126.1,216.59,0,0,5085,33
1645,5086,30,00:48:35,87461,5,3,26,smash,0.0,0,2.0,5,-1.3780487804878048,-0.9144270833333332,,,8,122.3,691.98,8,138.2,313.92,0,0,5085,33
1646,5086,31,00:07:50,14103,1,2,29,long service,0.0,0,1.0,9,-0.4487804878048781,1.560885416666667,,,8,185.7,278.96,8,124.4,703.98,0,0,5085,33
1647,5086,32,00:37:52,68168,20,20,26,lob,0.0,0,2.0,3,1.482926829268293,1.678489583333333,,,8,117.9,311.55,8,182.9,677.7,0,0,5085,33
1648,5086,33,00:40:42,73262,2,0,29,defensive shot,0.0,0,2.0,5,1.520731707317073,0.7228124999999999,not pass over the net,26,8,230.0,644.49,3,98.0,189.28,0,0,5085,33
1649,5087,1,00:47:06,84783,12,12,4,smash,1.0,0,2.0,5,-1.1280487804878048,-0.9814583333333332,,,6,100.2,748.2,8,127.2,330.76,0,0,5086,19
1650,5087,2,00:48:31,87359,16,11,1,net shot,0.0,1,2.0,1,1.2731707317073169,0.3318750000000001,,,8,246.1,336.53,8,127.1,720.46,0,0,5086,19
1651,5087,3,00:19:35,35278,11,10,4,short service,0.0,1,2.0,5,-1.2707317073170732,-0.6170833333333334,,,8,185.0,647.13,8,134.3,288.01,0,0,5086,19
1652,5087,4,00:44:12,79584,12,7,1,net shot,0.0,0,2.0,7,-0.1585365853658536,0.1608333333333333,,,8,131.4,285.0,8,189.8,669.37,0,0,5086,19
1653,5087,5,00:15:58,28755,16,7,4,net shot,0.0,1,2.0,7,-0.045121951219512,0.3763020833333333,,,8,222.2,347.66,8,174.8,649.13,0,0,5086,19
1654,5087,6,00:11:43,21115,5,7,1,smash,1.0,0,2.0,5,-0.945121951219512,-1.0368229166666667,,,8,232.7,636.69,8,199.8,279.19,0,0,5086,19
1655,5087,7,00:06:54,12421,1,1,4,drive,0.0,0,1.0,6,-1.232926829268293,0.7742187499999998,,,8,160.3,305.55,8,137.3,600.57,0,0,5086,19
1656,5087,8,00:40:45,73359,9,5,1,defensive shot,0.0,1,2.0,7,0.3378048780487803,0.6372395833333334,,,8,164.6,267.08,7,163.5,582.77,0,0,5086,19
1657,5087,9,00:23:05,41570,13,11,4,push/rush,0.0,1,2.0,8,0.2426829268292683,0.9724479166666667,,,7,240.2,376.4,8,239.9,707.36,0,0,5086,19
1658,5087,10,00:06:01,10849,1,0,1,net shot,0.0,0,2.0,7,0.0865853658536584,-0.2372395833333334,,,8,208.7,594.37,8,176.8,318.46,0,0,5086,19
1659,5087,11,00:38:30,69318,5,4,4,drive,0.0,1,2.0,8,0.6646341463414634,-1.0327083333333331,,,8,169.8,714.91,5,93.1,260.74,0,0,5086,19
1660,5087,12,00:10:01,18039,3,6,1,lob,0.0,0,1.0,6,1.1365853658536584,-1.2503125,,,5,281.8,622.04,8,222.1,214.27,0,0,5086,19
1661,5087,13,00:19:38,35348,20,12,4,short service,0.0,1,2.0,7,0.4317073170731708,0.6329166666666666,,,8,172.0,290.69,8,211.3,608.73,0,0,5086,19
1662,5087,14,00:42:28,76457,11,6,1,net shot,0.0,1,2.0,7,0.123170731707317,0.2485416666666668,,,8,200.4,313.4,8,159.1,735.6,0,0,5086,19
1663,5087,15,00:25:15,45472,15,12,4,short service,0.0,1,2.0,7,0.4987804878048781,0.4969270833333332,,,8,160.0,330.31,8,214.9,690.94,0,0,5086,19
1664,5087,16,00:44:14,79624,12,7,1,defensive shot,0.0,1,1.0,8,0.4378048780487805,1.1621354166666666,,,8,180.6,291.8,7,188.7,568.83,0,0,5086,19
1665,5087,17,00:14:10,25522,9,3,4,net shot,0.0,0,2.0,2,-1.1695121951219514,0.3903645833333335,,,7,138.9,375.49,8,152.3,676.78,0,0,5086,19
1666,5087,18,00:28:40,51619,18,17,1,net shot,0.0,0,2.0,7,0.7768292682926828,-0.0783854166666667,,,8,231.7,649.26,9,242.1,195.02,0,0,5086,19
1667,5087,19,00:39:38,71343,5,5,4,smash,0.0,0,2.0,6,1.5060975609756098,-1.118385416666667,opponent's ball landed,1,9,120.5,780.37,8,139.8,311.79,0,0,5086,19
1668,5088,1,01:08:03,122490,12,5,34,drop,0.0,1,2.0,5,-1.3304878048780486,-1.0049479166666666,,,6,88.9,736.81,8,156.7,326.38,0,0,5087,2
1669,5088,2,00:30:53,55616,1,6,15,defensive shot,0.0,1,2.0,1,-1.2585365853658537,0.0644270833333333,touched the net,15.0,8,176.6,265.27,8,131.3,681.93,0,0,5087,2
1670,5089,1,00:54:52,98777,16,14,12,net shot,0.0,1,2.0,1,1.3975609756097565,0.2857291666666667,,,2,269.8,387.59,5,275.2,701.25,0,0,5088,21
1671,5089,2,01:08:54,124029,18,17,9,drop,0.0,0,2.0,1,1.2317073170731707,0.453125,,,5,95.0,221.26,8,166.0,663.44,0,0,5088,21
1672,5089,3,00:19:47,35631,14,9,12,net shot,0.0,0,2.0,2,1.2304878048780483,-0.35515625,,,8,237.0,646.65,8,186.3,329.04,0,0,5088,21
1673,5089,4,00:13:22,24066,4,8,9,short service,0.0,1,2.0,7,0.3621951219512194,-0.3775520833333334,,,8,172.7,613.4,8,224.9,268.8,0,0,5088,21
1674,5089,5,00:30:33,54999,21,22,12,defensive shot,0.0,1,2.0,6,1.2073170731707317,-1.155,,,8,186.0,734.11,5,90.1,275.45,0,0,5088,21
1675,5089,6,01:06:44,120124,18,17,9,lob,0.0,0,1.0,6,-1.3829268292682928,1.3872916666666668,,,5,99.0,325.09,8,155.6,642.02,0,0,5088,21
1676,5089,7,00:53:42,96682,16,13,12,defensive shot,0.0,0,1.0,8,0.7987804878048781,0.8214583333333335,,,8,119.4,266.33,8,134.6,735.42,0,0,5088,21
1677,5089,8,00:48:29,87288,4,4,9,short service,0.0,1,2.0,8,-0.8024390243902438,-0.594375,,,8,184.7,607.44,8,138.6,316.18,0,0,5088,21
1678,5089,9,00:37:05,66756,1,1,12,lob,0.0,1,1.0,9,0.7402439024390243,1.7213541666666667,,,8,236.5,362.5,8,125.3,621.6,0,0,5088,21
1679,5089,10,00:48:41,87658,4,4,9,clear,1.0,0,1.0,3,-1.048780487804878,-1.5092187499999998,,,8,121.7,719.09,8,149.3,267.59,0,0,5088,21
1680,5089,11,00:18:44,33744,13,9,12,net shot,0.0,1,2.0,7,-0.7963414634146341,-0.2141145833333334,,,8,127.1,605.76,8,218.8,222.86,0,0,5088,21
1681,5089,12,00:16:25,29557,7,8,9,lob,0.0,1,1.0,3,-1.4280487804878048,-1.4826041666666665,,,8,126.6,596.88,8,155.2,287.49,0,0,5088,21
1682,5089,13,00:47:38,85757,11,9,12,lob,0.0,1,1.0,8,-0.4756097560975609,1.4686458333333334,,,8,238.5,337.99,8,194.5,676.55,0,0,5088,21
1683,5089,14,01:12:02,129671,20,17,9,smash,0.0,0,2.0,8,0.2207317073170731,0.9754166666666664,,,8,175.9,261.28,8,192.1,646.97,0,0,5088,21
1684,5089,15,00:08:49,15876,2,2,12,defensive shot,0.0,1,2.0,7,-0.5158536585365855,-0.1721875,,,8,195.0,709.8,8,118.0,234.49,0,0,5088,21
1685,5089,16,00:22:31,40545,12,12,9,lob,0.0,0,1.0,5,-1.1329268292682928,-1.3371875,,,8,207.5,620.84,8,164.5,298.25,0,0,5088,21
1686,5089,17,00:59:17,106714,18,16,12,net shot,0.0,1,2.0,1,1.3719512195121952,0.3936979166666668,,,8,244.5,325.21,8,143.8,717.98,0,0,5088,21
1687,5089,18,00:40:18,72555,22,20,9,lob,0.0,0,1.0,4,1.2902439024390244,-1.377708333333333,,,8,243.0,599.67,8,174.1,292.97,0,0,5088,21
1688,5089,19,00:53:43,96716,16,13,12,defensive shot,0.0,1,1.0,8,0.0951219512195123,1.1925520833333334,,,8,165.8,279.17,8,214.0,659.96,0,0,5088,21
1689,5089,20,00:26:58,48567,17,15,9,defensive shot,0.0,1,2.0,7,-0.598780487804878,-0.4653124999999998,,,8,143.4,681.0,8,128.8,221.02,0,0,5088,21
1690,5089,21,00:16:43,30112,11,8,12,defensive shot,0.0,1,2.0,10,1.798780487804878,-0.7473958333333334,no such data,4,8,185.6,714.38,5,95.6,246.84,0,0,5088,1
1691,5091,1,00:38:40,69610,7,3,1,drive,0.0,0,2.0,10,1.5890243902439023,0.1149479166666666,not pass over the net,34,10,277.4,143.85,8,193.9,658.69,0,0,5090,1
1692,5092,1,01:06:47,120237,18,17,9,clear,1.0,0,1.0,5,1.201219512195122,1.463229166666667,,,10,235.4,145.33,8,216.2,665.61,0,0,5091,27
1693,5092,2,00:50:20,90603,17,18,19,defensive shot,0.0,0,2.0,6,1.0292682926829266,-0.5583854166666665,,,8,236.2,681.71,8,189.0,261.47,0,0,5091,27
1694,5092,3,00:59:48,107665,15,10,9,short service,0.0,1,2.0,7,-0.4646341463414633,0.6076562499999998,,,8,180.3,337.78,8,125.2,677.85,0,0,5091,27
1695,5092,4,00:46:20,83407,16,13,19,defensive shot,0.0,0,2.0,8,-0.1463414634146341,-0.5539583333333334,,,8,235.2,672.69,8,223.9,217.83,0,0,5091,27
1696,5092,5,01:02:48,113040,16,14,9,lob,0.0,0,1.0,3,1.3097560975609754,1.5588020833333331,,,8,152.6,321.09,8,197.0,628.45,0,0,5091,27
1697,5092,6,00:12:43,22905,8,4,19,drop,0.0,0,2.0,5,1.3487804878048784,0.7153125000000001,,,8,212.0,245.2,8,207.2,664.95,0,0,5091,27
1698,5092,7,00:23:38,42558,13,12,9,defensive shot,0.0,1,2.0,7,-0.2426829268292683,-0.5255208333333332,,,8,150.5,621.07,8,115.5,226.57,0,0,5091,27
1699,5092,8,01:12:56,131294,17,7,19,defensive shot,0.0,1,1.0,8,0.7073170731707317,-1.0651041666666667,,,8,207.5,655.69,8,224.0,214.3,0,0,5091,27
1700,5092,9,01:04:10,115526,16,16,9,net shot,0.0,1,2.0,2,-1.232926829268293,0.4332812500000003,,,8,173.8,362.72,8,177.7,620.26,0,0,5091,27
1701,5092,10,01:01:28,110668,4,2,19,drive,0.0,1,1.0,8,0.2597560975609757,0.811875,,,8,156.1,267.33,8,205.3,619.07,0,0,5091,27
1702,5092,11,00:55:33,100004,11,8,9,smash,0.0,0,2.0,6,1.1743902439024392,-0.8511458333333334,,,8,230.3,752.68,8,161.0,255.13,0,0,5091,27
1703,5092,12,00:39:18,70765,10,8,19,defensive shot,0.0,0,2.0,2,1.1792682926829268,-0.2780208333333333,,,8,218.7,695.55,8,193.6,251.53,0,0,5091,27
1704,5092,13,01:04:44,116541,16,17,9,lob,0.0,0,1.0,6,-1.075609756097561,0.92328125,,,8,121.8,304.04,8,161.0,640.54,0,0,5091,27
1705,5092,14,01:01:29,110692,4,2,19,defensive shot,0.0,1,1.0,8,-0.052439024390244,1.02796875,,,8,147.7,267.14,8,199.6,630.78,0,0,5091,27
1706,5092,15,00:27:17,49120,17,15,9,lob,0.0,1,1.0,3,-1.2280487804878049,-1.5391666666666666,,,8,123.2,600.14,8,153.1,314.0,0,0,5091,27
1707,5092,16,00:49:14,88624,17,17,19,defensive shot,0.0,1,1.0,8,0.0682926829268292,-0.6287500000000001,,,8,195.9,714.07,7,131.7,368.68,0,0,5091,27
1708,5092,17,00:55:34,100049,11,8,9,lob,0.0,1,1.0,3,-1.253658536585366,-1.4246354166666666,,,7,128.3,585.25,8,183.6,260.49,0,0,5091,27
1709,5092,18,01:16:32,137780,20,10,19,defensive shot,0.0,1,1.0,1,-1.0743902439024389,-0.14484375,,,8,195.8,657.37,9,108.2,189.98,0,0,5091,27
1710,5092,19,00:59:53,107792,15,10,9,drive,0.0,0,2.0,6,-1.025609756097561,1.0186458333333337,,,9,109.0,152.23,8,163.9,640.58,0,0,5091,27
1711,5092,20,00:30:03,54112,2,0,19,drive,0.0,1,2.0,8,0.7939024390243902,-0.8946874999999999,,,8,165.5,636.03,8,159.2,306.05,0,0,5091,27
1712,5092,21,00:29:43,53518,20,16,9,clear,1.0,0,1.0,3,-1.3060975609756096,-1.5251562500000002,,,8,119.0,742.09,8,194.7,273.18,0,0,5091,27
1713,5092,22,00:55:03,99112,20,22,19,defensive shot,0.0,0,2.0,8,0.0829268292682928,-0.6911458333333332,,,8,225.9,702.59,8,207.5,241.68,0,0,5091,27
1714,5092,23,00:52:26,94386,8,6,9,clear,1.0,0,1.0,3,-1.2573170731707315,-1.4530729166666667,,,8,138.3,717.91,8,140.1,274.96,0,0,5091,27
1715,5092,24,00:49:07,88425,17,17,19,push/rush,0.0,1,1.0,6,1.0536585365853657,-1.256614583333333,,,8,135.2,613.91,8,166.9,321.76,0,0,5091,27
1716,5092,25,00:24:41,44458,14,12,9,defensive shot,0.0,0,2.0,1,-0.9048780487804878,-0.2155208333333333,,,8,242.6,673.95,9,247.1,194.35,0,0,5091,27
1717,5092,26,00:58:01,104435,0,1,19,clear,0.0,0,1.0,9,0.8256097560975608,1.6292708333333337,,,9,249.8,171.42,8,201.6,655.6,0,0,5091,27
1718,5092,27,00:08:42,15683,2,2,9,defensive shot,0.0,1,2.0,9,-0.578048780487805,1.5473958333333335,not pass over the net,19,8,191.8,690.03,3,77.0,184.85,0,0,5091,27
1719,5093,1,00:31:30,56725,1,0,3,lob,0.0,0,1.0,8,0.9097560975609756,1.369479166666667,,,2,266.8,389.67,8,228.5,626.06,0,0,5092,7
1720,5093,2,00:37:54,68235,20,20,26,smash,1.0,0,2.0,8,0.7804878048780488,1.1425520833333334,,,8,239.1,268.66,8,235.0,732.7,0,0,5092,7
1721,5093,3,00:30:04,54142,6,7,3,drive,0.0,0,1.0,6,-0.924390243902439,1.0367187499999997,,,8,185.3,262.48,8,199.7,622.21,0,0,5092,7
1722,5093,4,00:21:41,39039,11,12,26,lob,0.0,0,1.0,3,1.3841463414634143,1.6127083333333332,,,8,140.2,356.45,8,187.8,648.82,0,0,5092,7
1723,5093,5,00:14:36,26296,12,10,3,short service,0.0,1,2.0,5,-1.1207317073170733,-0.6550520833333332,,,8,188.7,633.2,8,134.9,291.88,0,0,5092,7
1724,5093,6,01:05:45,118376,14,16,26,smash,0.0,0,2.0,8,-0.3536585365853658,-0.6922916666666667,,,8,151.6,659.88,1,100.1,392.95,0,0,5092,7
1725,5093,7,00:21:40,39007,13,10,3,net shot,0.0,1,2.0,2,1.482926829268293,-0.3446875,opponent's ball landed,3.0,1,257.2,544.31,8,158.2,276.85,0,0,5092,7
1726,5094,1,00:34:22,61883,6,3,19,net shot,0.0,0,2.0,2,1.124390243902439,-0.15328125,,,7,222.9,588.85,8,183.6,340.36,0,0,5093,3
1727,5094,2,00:08:56,16087,4,2,25,short service,0.0,1,2.0,7,-0.3451219512195123,-0.4430729166666666,,,8,180.9,619.49,8,126.3,289.52,0,0,5093,3
1728,5094,3,00:59:52,107786,2,2,19,defensive shot,0.0,1,2.0,2,1.0195121951219517,0.0063020833333332,touched the net,25,8,109.8,298.62,6,93.8,619.2,0,0,5093,3
1729,5095,1,01:12:26,130402,20,17,9,defensive shot,0.0,0,1.0,8,0.6121951219512194,1.170208333333333,,,5,91.0,301.53,8,116.1,751.14,0,0,5094,22
1730,5095,2,00:23:23,42108,16,10,3,defensive shot,0.0,1,2.0,6,1.0231707317073169,-0.6590104166666665,,,8,163.9,684.65,8,184.2,269.8,0,0,5094,22
1731,5095,3,01:05:04,117129,16,17,9,defensive shot,0.0,0,2.0,7,0.9158536585365852,0.4079166666666669,,,8,126.5,254.67,8,127.2,731.45,0,0,5094,22
1732,5095,4,00:08:21,15049,4,1,3,net shot,0.0,1,2.0,7,-0.6439024390243903,-0.4085937499999999,,,8,229.6,617.69,8,216.4,265.25,0,0,5094,22
1733,5095,5,00:20:18,36553,12,9,9,long service,0.0,1,1.0,9,0.824390243902439,-1.4698958333333334,,,8,172.7,620.2,8,233.6,281.13,0,0,5094,22
1734,5095,6,00:18:36,33492,16,14,3,drive,1.0,0,1.0,6,1.1158536585365857,-0.6590104166666665,,,8,239.9,662.92,7,216.1,378.41,0,0,5094,22
1735,5095,7,00:17:35,31678,8,11,9,lob,0.0,0,1.0,4,1.3012195121951218,-1.4815104166666666,,,7,179.8,562.56,8,162.1,313.7,0,0,5094,22
1736,5095,8,00:17:16,31092,9,6,3,short service,0.0,1,2.0,7,0.8756097560975611,-0.4267708333333333,,,8,175.2,638.19,8,225.9,265.46,0,0,5094,22
1737,5095,9,00:09:41,17454,3,3,9,smash,1.0,0,2.0,6,1.1536585365853662,-0.9656249999999998,,,8,143.1,714.36,8,140.6,274.93,0,0,5094,22
1738,5095,10,00:37:24,67338,10,3,3,defensive shot,0.0,1,1.0,6,-1.1926829268292682,1.1759375,,,8,170.7,296.65,5,270.8,751.29,0,0,5094,22
1739,5095,11,01:04:53,116817,14,15,9,lob,0.0,0,1.0,5,1.197560975609756,1.4953125,,,5,96.2,337.02,8,168.5,650.72,0,0,5094,22
1740,5095,12,00:24:04,43340,1,0,3,clear,1.0,0,2.0,9,0.6463414634146342,1.5494270833333337,,,8,152.6,332.55,7,216.4,535.87,0,0,5094,22
1741,5095,13,01:14:39,134374,20,19,9,lob,0.0,1,1.0,6,-0.8951219512195122,1.3154166666666665,,,7,224.7,370.38,8,140.5,636.09,0,0,5094,22
1742,5095,14,00:34:22,61862,8,12,3,short service,0.0,1,2.0,2,-0.921951219512195,0.5894270833333332,,,8,185.1,299.58,8,117.5,632.51,0,0,5094,22
1743,5095,15,00:45:56,82695,3,1,9,defensive shot,0.0,0,2.0,5,1.069512195121951,0.7605208333333332,,,8,104.1,256.64,9,110.4,759.29,0,0,5094,22
1744,5095,16,00:25:43,46315,4,1,3,clear,0.0,0,1.0,5,1.2390243902439029,1.3370833333333334,,,9,217.0,152.59,8,179.3,654.76,0,0,5094,22
1745,5095,17,01:09:03,124290,18,17,9,lob,0.0,0,1.0,6,-0.8792682926829267,1.0894791666666663,,,8,120.8,324.24,6,78.8,751.21,0,0,5094,22
1746,5095,18,00:21:37,38912,13,10,3,defensive shot,0.0,0,2.0,5,-1.2585365853658537,-0.5544791666666665,,,6,93.2,676.91,5,101.4,222.18,0,0,5094,22
1747,5095,19,00:43:59,79192,2,0,9,defensive shot,0.0,0,2.0,1,1.069512195121951,0.4955208333333332,,,5,100.2,293.67,4,94.4,781.69,0,0,5094,22
1748,5095,20,00:49:45,89576,21,13,3,drop,0.0,0,2.0,1,1.19390243902439,0.5571354166666668,,,4,273.7,198.48,8,207.0,680.56,0,0,5094,22
1749,5095,21,00:32:26,58409,18,17,9,defensive shot,0.0,0,2.0,1,-0.9634146341463414,-0.2153124999999998,,,8,250.3,679.27,9,233.2,188.81,0,0,5094,22
1750,5095,22,00:44:15,79659,15,9,3,clear,0.0,0,2.0,10,-1.6865853658536587,1.4887500000000002,out,3.0,9,133.7,179.53,8,172.8,667.08,0,0,5094,22
1751,5096,1,00:32:23,58313,1,8,15,net shot,0.0,1,2.0,1,-1.1890243902439024,0.0642187499999999,touched the net,15.0,5,94.5,305.82,8,144.9,710.8,0,0,5095,1
1752,5097,1,00:45:35,82072,8,15,34,lob,0.0,0,2.0,10,-0.4109756097560974,-1.7156770833333332,out,32,7,215.1,560.58,8,187.1,349.31,0,0,5096,1
1753,5098,1,00:22:39,40782,17,10,14,drop,0.0,0,1.0,7,0.8926829268292682,-0.5138020833333332,,,10,230.2,813.39,8,173.4,307.05,0,0,5097,4
1754,5098,2,00:50:06,90204,15,18,34,smash,1.0,0,2.0,6,1.130487804878049,-1.0864583333333335,,,8,112.7,738.06,8,154.0,292.66,0,0,5097,4
1755,5098,3,00:35:37,64132,4,8,14,drop,0.0,0,2.0,7,0.7390243902439023,-0.3586979166666666,,,8,243.3,702.42,8,195.2,286.23,0,0,5097,4
1756,5098,4,01:08:59,124186,14,5,34,push/rush,0.0,0,2.0,10,1.6378048780487806,-1.5368229166666667,out,14,8,215.7,651.6,8,157.0,285.21,0,0,5097,4
1757,5099,1,00:38:40,69610,7,3,1,drive,0.0,0,2.0,10,1.5890243902439023,0.1149479166666666,not pass over the net,11,10,277.4,143.85,8,193.9,658.69,0,0,5098,14
1758,5100,1,00:18:11,32758,12,9,8,push/rush,0.0,1,1.0,5,1.0024390243902437,1.3276562499999998,,,2,268.6,368.63,8,212.8,662.35,0,0,5099,14
1759,5100,2,00:56:13,101216,7,3,23,smash,0.0,0,2.0,8,-0.0024390243902437,-0.9709895833333334,,,8,203.0,737.28,8,177.4,326.53,0,0,5099,14
1760,5100,3,00:22:13,39996,14,10,8,defensive shot,0.0,0,2.0,1,0.9780487804878047,0.5828124999999998,,,8,139.9,261.54,8,138.0,751.99,0,0,5099,14
1761,5100,4,00:28:01,50446,19,16,23,net shot,0.0,0,2.0,1,-1.2036585365853658,-0.1932291666666667,,,8,243.2,642.16,8,223.9,303.21,0,0,5099,14
1762,5100,5,00:22:50,41100,14,15,8,clear,1.0,0,1.0,9,-0.1804878048780489,1.5621875000000005,,,8,226.8,253.47,8,197.4,659.11,0,0,5099,14
1763,5100,6,00:27:49,50081,19,16,23,short service,0.0,1,2.0,7,0.5524390243902441,-0.5171354166666667,,,8,167.7,675.45,8,219.8,296.99,0,0,5099,14
1764,5100,7,00:35:47,64415,8,2,8,push/rush,0.0,0,1.0,8,-0.3829268292682927,-1.0961458333333332,,,8,240.9,613.4,8,224.5,295.07,0,0,5099,14
1765,5100,8,00:16:42,30060,8,7,23,smash,0.0,0,2.0,5,-1.251219512195122,-0.8991666666666666,,,8,124.0,753.36,8,152.0,326.09,0,0,5099,14
1766,5100,9,00:42:14,76027,13,8,8,long service,0.0,0,1.0,9,0.4097560975609755,-1.4727083333333333,,,8,169.0,666.2,8,217.0,270.97,0,0,5099,14
1767,5100,10,00:23:53,43005,18,9,23,push/rush,0.0,1,1.0,8,0.6463414634146342,-0.91703125,,,8,162.2,646.64,8,183.3,347.14,0,0,5099,14
1768,5100,11,00:11:09,20096,3,0,8,lob,0.0,1,1.0,9,-0.7170731707317073,1.5177083333333332,,,8,233.0,349.25,8,223.0,735.19,0,0,5099,14
1769,5100,12,00:57:56,104281,9,4,23,drop,0.0,1,2.0,1,-1.2000000000000002,-0.2472395833333334,,,8,107.3,702.08,8,121.9,328.53,0,0,5099,14
1770,5100,13,00:27:32,49564,20,18,8,defensive shot,0.0,1,2.0,1,1.090243902439024,0.2774999999999998,no such data,23,8,150.9,289.55,4,87.5,779.84,0,0,5099,14
1771,5101,1,00:42:28,76457,13,8,8,clear,0.0,0,1.0,4,1.3585365853658533,-1.436510416666667,,,9,239.2,760.32,8,184.0,297.44,0,0,5100,2
1772,5101,2,00:21:11,38155,14,14,32,smash,1.0,0,2.0,10,-1.7000000000000002,-1.3727604166666667,out,32.0,8,110.8,709.87,8,130.5,320.35,0,0,5100,2
1773,5102,1,00:16:33,29818,14,7,18,drop,0.0,0,2.0,8,0.9182926829268294,-0.6037500000000001,,,4,102.9,759.85,8,146.9,252.53,0,0,5101,20
1774,5102,2,00:08:50,15908,2,3,29,drop,0.0,0,2.0,2,-1.130487804878049,0.5865625,,,8,149.2,228.06,8,218.1,733.48,0,0,5101,20
1775,5102,3,00:30:52,55572,4,1,18,smash,1.0,0,2.0,5,1.380487804878049,1.1276041666666667,,,8,185.6,244.83,8,168.9,672.24,0,0,5101,20
1776,5102,4,00:13:26,24208,6,8,29,net shot,0.0,0,2.0,2,-1.1341463414634143,0.3393229166666665,,,8,106.0,353.53,8,131.6,707.38,0,0,5101,20
1777,5102,5,00:20:35,37058,17,12,18,clear,0.0,0,1.0,4,1.2073170731707317,-1.49515625,,,8,226.6,755.05,8,221.0,260.28,0,0,5101,20
1778,5102,6,00:20:53,37590,12,14,29,defensive shot,0.0,1,2.0,1,1.2634146341463417,0.4564583333333332,,,8,162.2,285.07,5,272.1,744.84,0,0,5101,20
1779,5102,7,00:32:55,59273,6,3,18,drive,0.0,0,2.0,6,-1.318292682926829,1.1275000000000002,,,5,96.3,215.69,8,157.8,668.16,0,0,5101,20
1780,5102,8,00:56:51,102337,17,9,29,defensive shot,0.0,1,2.0,1,-0.975609756097561,-0.4415104166666665,,,8,168.5,672.31,9,140.4,175.08,0,0,5101,20
1781,5102,9,00:26:26,47581,6,6,18,clear,0.0,0,1.0,8,-0.8085365853658536,-1.2238020833333334,,,9,248.2,758.95,8,194.9,247.51,0,0,5101,20
1782,5102,10,00:08:50,15908,2,3,29,drop,0.0,0,2.0,2,-1.130487804878049,0.5865625,,,8,149.2,228.06,8,218.1,733.48,0,0,5101,20
1783,5102,11,00:33:37,60530,7,4,18,defensive shot,0.0,1,2.0,7,0.8499999999999999,0.4976041666666664,,,8,142.2,330.37,9,122.7,777.64,0,0,5101,20
1784,5102,12,00:13:34,24422,6,8,29,drop,1.0,0,2.0,1,1.0109756097560971,0.325833333333333,,,9,198.5,160.09,8,173.1,636.91,0,0,5101,20
1785,5102,13,00:30:52,55572,4,1,18,smash,1.0,0,2.0,5,1.380487804878049,1.1276041666666667,,,8,185.6,244.83,8,168.9,672.24,0,0,5101,20
1786,5102,14,00:29:06,52383,20,20,29,short service,0.0,0,2.0,7,0.8682926829268292,0.5511979166666668,,,8,159.8,290.58,8,226.9,695.03,0,0,5101,20
1787,5102,15,00:23:19,41999,19,14,18,drop,0.0,0,2.0,1,-0.9402439024390244,-0.5248437499999999,,,8,134.0,717.92,8,153.7,265.26,0,0,5101,20
1788,5102,16,00:28:33,51418,19,20,29,defensive shot,0.0,1,2.0,1,1.4768292682926831,0.3589062499999998,,,8,173.6,284.78,3,265.8,780.62,0,0,5101,20
1789,5102,17,00:44:32,80162,18,8,18,drop,0.0,0,2.0,6,-1.147560975609756,0.7048958333333335,,,3,88.7,199.36,8,140.6,672.07,0,0,5101,20
1790,5102,18,00:49:43,89500,11,6,29,long service,0.0,0,1.0,9,0.7682926829268293,-1.5530208333333333,,,8,169.3,668.52,8,231.1,255.2,0,0,5101,20
1791,5102,19,00:40:50,73502,20,17,18,drive,0.0,0,1.0,8,0.8304878048780487,-0.8168229166666666,,,8,221.6,750.76,8,161.8,320.89,0,0,5101,20
1792,5102,20,00:35:18,63553,23,24,29,defensive shot,0.0,0,2.0,1,1.1585365853658536,0.2976041666666666,opponent's ball landed,18,8,148.1,301.63,3,284.5,792.64,0,0,5101,20
1793,5103,1,00:56:03,100896,19,21,34,clear,1.0,0,1.0,3,-1.0219512195121951,-1.4742708333333334,,,9,120.6,767.36,8,184.6,302.01,0,0,5102,7
1794,5103,2,00:23:20,42028,16,10,3,defensive shot,0.0,0,1.0,8,0.3365853658536584,-0.5333333333333332,,,8,141.7,668.36,8,160.1,207.24,0,0,5102,7
1795,5103,3,00:39:25,70975,6,8,34,defensive shot,0.0,1,2.0,8,0.0097560975609757,-0.5645312499999999,,,8,154.8,659.71,9,154.7,151.82,0,0,5102,7
1796,5103,4,00:33:54,61048,4,2,3,drive,0.0,0,1.0,5,1.0597560975609754,1.0759375000000002,,,9,238.1,200.55,8,172.8,664.09,0,0,5102,7
